country,surname,rank,length,vowel_count,diacritic_count,first_letter,last_letter,country_code
Croatia,Jozić,65,5,2,1,J,ć,0
Croatia,Tomić,15,5,2,1,T,ć,0
Non-Eastern European,monroe,0,6,3,0,m,e,5
Non-Eastern European,osborne,0,7,3,0,o,e,5
Non-Eastern European,smith,0,5,1,0,s,h,5
Bosnia and Herzegovina,Galić,86,5,2,1,G,ć,3
Slovenia,Vidovič,92,7,3,1,V,č,1
Non-Eastern European,howell,0,6,2,0,h,l,5
Serbia,Lukić,22,5,2,1,L,ć,2
Non-Eastern European,boyd,0,4,1,0,b,d,5
Non-Eastern European,doyle,0,5,2,0,d,e,5
Non-Eastern European,morrison,0,8,3,0,m,n,5
Bosnia and Herzegovina,Smajić,44,6,2,1,S,ć,3
Non-Eastern European,richards,0,8,2,0,r,s,5
Bosnia and Herzegovina,Kovačević,2,9,4,2,K,ć,3
Non-Eastern European,aguilar,0,7,4,0,a,r,5
Non-Eastern European,campos,0,6,2,0,c,s,5
Non-Eastern European,galloway,0,8,3,0,g,y,5
Montenegro,Zečević,63,7,3,2,Z,ć,4
Non-Eastern European,velazquez,0,9,4,0,v,z,5
Non-Eastern European,stone,0,5,2,0,s,e,5
Serbia,Đurđević,75,8,3,3,Đ,ć,2
Non-Eastern European,baldwin,0,7,2,0,b,n,5
Serbia,Marković,7,8,3,1,M,ć,2
Slovenia,Vidic,66,5,2,0,V,c,1
Non-Eastern European,estrada,0,7,3,0,e,a,5
Montenegro,Knežević,9,8,3,2,K,ć,4
Non-Eastern European,cunningham,0,10,3,0,c,m,5
Non-Eastern European,crane,0,5,2,0,c,e,5
Non-Eastern European,carson,0,6,2,0,c,n,5
Non-Eastern European,kelly,0,5,1,0,k,y,5
Non-Eastern European,moon,0,4,2,0,m,n,5
Non-Eastern European,harmon,0,6,2,0,h,n,5
Non-Eastern European,todd,0,4,1,0,t,d,5
Non-Eastern European,mcknight,0,8,1,0,m,t,5
Non-Eastern European,pittman,0,7,2,0,p,n,5
Serbia,Janković,11,8,3,1,J,ć,2
Croatia,Novosel,35,7,3,0,N,l,0
Non-Eastern European,warren,0,6,2,0,w,n,5
Non-Eastern European,taylor,0,6,2,0,t,r,5
Non-Eastern European,bentley,0,7,2,0,b,y,5
Non-Eastern European,macdonald,0,9,3,0,m,d,5
Non-Eastern European,hewitt,0,6,2,0,h,t,5
Non-Eastern European,woodward,0,8,3,0,w,d,5
Croatia,Butković,92,8,3,1,B,ć,0
Non-Eastern European,rush,0,4,1,0,r,h,5
Non-Eastern European,welch,0,5,1,0,w,h,5
Non-Eastern European,reed,0,4,2,0,r,d,5
Non-Eastern European,camacho,0,7,3,0,c,o,5
Non-Eastern European,dixon,0,5,2,0,d,n,5
Serbia,Simić,47,5,2,1,S,ć,2
Croatia,Vidović,14,7,3,1,V,ć,0
Bosnia and Herzegovina,Đurić,22,5,2,2,Đ,ć,3
Non-Eastern European,henderson,0,9,3,0,h,n,5
Bosnia and Herzegovina,Kadrić,94,6,2,1,K,ć,3
Non-Eastern European,tanner,0,6,2,0,t,r,5
Slovenia,Marolt,71,6,2,0,M,t,1
Non-Eastern European,andrews,0,7,2,0,a,s,5
Croatia,Mandić,21,6,2,1,M,ć,0
Non-Eastern European,burns,0,5,1,0,b,s,5
Non-Eastern European,mccarty,0,7,1,0,m,y,5
Non-Eastern European,wilkerson,0,9,3,0,w,n,5
Non-Eastern European,riddle,0,6,2,0,r,e,5
Non-Eastern European,watkins,0,7,2,0,w,s,5
Non-Eastern European,vance,0,5,2,0,v,e,5
Non-Eastern European,justice,0,7,3,0,j,e,5
Non-Eastern European,peterson,0,8,3,0,p,n,5
Non-Eastern European,carney,0,6,2,0,c,y,5
Non-Eastern European,payne,0,5,2,0,p,e,5
Non-Eastern European,newman,0,6,2,0,n,n,5
Slovenia,Primožič,94,8,3,2,P,č,1
Non-Eastern European,page,0,4,2,0,p,e,5
Non-Eastern European,bradley,0,7,2,0,b,y,5
Non-Eastern European,pickett,0,7,2,0,p,t,5
Non-Eastern European,jackson,0,7,2,0,j,n,5
Non-Eastern European,alvarado,0,8,4,0,a,o,5
Montenegro,Bubanja,82,7,3,0,B,a,4
Non-Eastern European,conrad,0,6,2,0,c,d,5
Non-Eastern European,franklin,0,8,2,0,f,n,5
Non-Eastern European,lawson,0,6,2,0,l,n,5
Serbia,Blagojević,58,10,4,1,B,ć,2
Croatia,Šimunović,22,9,4,2,Š,ć,0
Non-Eastern European,sexton,0,6,2,0,s,n,5
Montenegro,Adrović,67,7,3,1,A,ć,4
Non-Eastern European,randall,0,7,2,0,r,l,5
Serbia,Ivković,82,7,3,1,I,ć,2
Non-Eastern European,pena,0,4,2,0,p,a,5
Non-Eastern European,hensley,0,7,2,0,h,y,5
Bosnia and Herzegovina,Jašarević,92,9,4,2,J,ć,3
Non-Eastern European,hunt,0,4,1,0,h,t,5
Non-Eastern European,cherry,0,6,1,0,c,y,5
Non-Eastern European,stark,0,5,1,0,s,k,5
Bosnia and Herzegovina,Gajić,50,5,2,1,G,ć,3
Non-Eastern European,mccoy,0,5,1,0,m,y,5
Non-Eastern European,carrillo,0,8,3,0,c,o,5
Slovenia,Petrič,35,6,2,1,P,č,1
Non-Eastern European,johnston,0,8,2,0,j,n,5
Non-Eastern European,norton,0,6,2,0,n,n,5
Non-Eastern European,mccullough,0,10,3,0,m,h,5
Croatia,Đurić,88,5,2,2,Đ,ć,0
Non-Eastern European,dillon,0,6,2,0,d,n,5
Bosnia and Herzegovina,Karić,37,5,2,1,K,ć,3
Non-Eastern European,horn,0,4,1,0,h,n,5
Montenegro,Pajović,74,7,3,1,P,ć,4
Slovenia,Žagar,26,5,2,1,Ž,r,1
Non-Eastern European,hyde,0,4,1,0,h,e,5
Non-Eastern European,maldonado,0,9,4,0,m,o,5
Non-Eastern European,briggs,0,6,1,0,b,s,5
Non-Eastern European,bowers,0,6,2,0,b,s,5
Non-Eastern European,decker,0,6,2,0,d,r,5
Non-Eastern European,ryan,0,4,1,0,r,n,5
Non-Eastern European,santana,0,7,3,0,s,a,5
Non-Eastern European,massey,0,6,2,0,m,y,5
